Airline,Origin,Destination,Date,Departure Time,Arrival Time,Cabin Class,Flight Duration (hrs),Price (USD)
Lufthansa,YYZ,YVR,2024-09-16,10:15,01:09,Economy,5.2,1517.93
Delta,SFO,DFW,2024-09-17,07:24,03:28,Economy,10.64,485.74
Lufthansa,MUC,LAX,2024-09-17,12:24,01:28,Economy,8.62,666.42
United,YVR,MUC,2024-09-17,19:40,19:41,First,10.38,3215.65
United,YVR,MUC,2024-09-17,19:40,04:23,Business,6.26,3219.15
United,JFK,ORD,2024-09-13,21:58,23:10,Economy,1.82,1998.92
American Airlines,YVR,ORD,2024-09-18,09:54,05:58,First,10.21,5770.05
American Airlines,SFO,ORD,2024-09-15,09:35,08:53,First,6.51,1799.49
Lufthansa,YYZ,MUC,2024-09-17,16:51,09:27,First,9.12,6160.87
Lufthansa,LAX,ORD,2024-09-18,04:00,10:02,First,4.12,5910.21
Air Canada,YYZ,FRA,2024-09-14,09:49,03:01,First,10.17,2851.97
United,JFK,LAX,2024-09-18,21:57,12:34,Business,9.57,2985.94
Lufthansa,YVR,ATL,2024-09-15,22:13,22:49,Economy,1.11,656.21
United,MUC,SFO,2024-09-14,17:18,03:58,First,10.72,1700.43
Air Canada,LAX,MUC,2024-09-15,19:01,14:41,First,5.4,3131.31
Delta,MUC,JFK,2024-09-14,02:42,15:40,First,7.55,5977.71
Air Canada,FRA,SFO,2024-09-18,02:31,10:38,First,6.45,4513.38
Delta,YYZ,YVR,2024-09-16,04:22,16:28,Business,5.16,4220.0
United,YYZ,ATL,2024-09-17,11:36,16:06,Business,4.19,2725.94
United,ATL,ORD,2024-09-18,19:40,13:07,Business,8.72,3715.21
United,JFK,DFW,2024-09-14,00:26,21:20,First,9.67,4718.69
American Airlines,JFK,ATL,2024-09-17,06:59,21:33,Business,11.18,986.58
American Airlines,YYZ,MUC,2024-09-13,17:10,15:01,First,7.01,5346.96
Lufthansa,YYZ,FRA,2024-09-14,00:23,06:08,First,1.05,4102.3
United,MUC,LAX,2024-09-12,19:07,01:40,Business,3.19,2898.99
Delta,MUC,DFW,2024-09-14,13:18,05:08,Business,5.81,584.56
United,FRA,LAX,2024-09-12,15:46,04:59,Business,10.92,3953.31
Lufthansa,DFW,LAX,2024-09-13,20:19,01:13,Economy,9.81,1310.77
Lufthansa,YYZ,LAX,2024-09-18,07:13,19:18,Economy,1.33,264.01
American Airlines,MUC,YVR,2024-09-18,01:25,19:11,Economy,2.78,1326.61
Lufthansa,SFO,YYZ,2024-09-18,08:46,00:12,Business,6.42,3697.04
American Airlines,DFW,MUC,2024-09-14,06:07,01:38,Business,1.56,2317.82
Lufthansa,SFO,YYZ,2024-09-15,03:11,06:32,Business,5.35,2283.23
Lufthansa,MUC,SFO,2024-09-15,14:51,20:55,Economy,4.02,531.86
Delta,YVR,ATL,2024-09-12,16:53,22:23,Economy,6.17,1812.38
Delta,LAX,MUC,2024-09-16,06:51,07:02,Business,1.07,3816.97
Delta,FRA,SFO,2024-09-15,22:25,14:00,Economy,9.01,576.41
Air Canada,YVR,DFW,2024-09-13,11:37,11:53,First,9.82,4338.89
American Airlines,ORD,YVR,2024-09-14,06:05,10:00,First,2.26,5607.36
American Airlines,LAX,ATL,2024-09-18,13:38,16:35,First,2.49,3663.94
Lufthansa,MUC,SFO,2024-09-12,09:14,19:17,First,4.57,4313.21
United,SFO,MUC,2024-09-18,21:42,09:28,Economy,5.83,451.89
American Airlines,JFK,MUC,2024-09-12,15:09,23:08,First,5.9,1113.99
United,ORD,JFK,2024-09-14,07:12,04:28,Business,11.89,1685.49
United,MUC,DFW,2024-09-15,17:44,07:24,First,4.81,497.03
Lufthansa,YVR,YYZ,2024-09-12,00:09,12:22,First,5.45,1842.14
Air Canada,DFW,SFO,2024-09-17,11:09,11:11,Economy,7.26,1431.21
Air Canada,LAX,JFK,2024-09-14,04:35,05:55,Economy,8.71,406.73
Air Canada,ATL,DFW,2024-09-17,16:26,09:57,First,7.04,3944.97
United,YYZ,ORD,2024-09-17,23:30,09:42,Business,9.56,3566.04
American Airlines,JFK,YVR,2024-09-17,09:37,07:32,First,7.87,1715.54
Delta,SFO,JFK,2024-09-14,12:13,08:40,Business,5.46,3816.21
United,DFW,JFK,2024-09-14,18:32,10:59,Economy,5.65,1021.06
Air Canada,YYZ,JFK,2024-09-16,11:54,07:47,Business,2.35,682.19
Air Canada,DFW,LAX,2024-09-12,22:20,07:47,Economy,7.22,1260.11
American Airlines,ATL,JFK,2024-09-17,20:28,14:14,Economy,7.67,140.06
Delta,YVR,JFK,2024-09-18,06:15,20:49,First,5.08,2007.74
Lufthansa,FRA,JFK,2024-09-15,20:18,11:24,Business,8.2,3618.81
American Airlines,FRA,LAX,2024-09-18,00:10,06:21,First,3.21,4577.04
Lufthansa,LAX,ATL,2024-09-16,16:32,16:19,Business,6.86,2570.3
Air Canada,LAX,JFK,2024-09-17,05:04,11:18,Business,5.46,2976.93
United,LAX,JFK,2024-09-15,20:35,11:38,Economy,1.12,1798.12
American Airlines,MUC,ATL,2024-09-14,09:22,19:58,Economy,10.99,394.62
Lufthansa,ORD,ATL,2024-09-16,00:40,09:38,Economy,10.92,948.97
American Airlines,MUC,SFO,2024-09-17,11:48,15:20,Business,10.46,2022.61
United,YYZ,YVR,2024-09-18,08:24,08:30,Economy,6.34,401.5
Delta,YYZ,JFK,2024-09-16,09:24,06:37,First,10.44,3163.75
American Airlines,SFO,DFW,2024-09-17,08:11,00:03,Business,7.2,3343.51
Delta,ORD,JFK,2024-09-17,13:18,18:35,First,5.82,873.55
American Airlines,LAX,YYZ,2024-09-17,18:29,02:41,First,11.89,3866.91
American Airlines,LAX,JFK,2024-09-17,16:26,20:35,Economy,8.51,1902.17
American Airlines,ORD,DFW,2024-09-17,02:04,12:48,Business,11.27,2511.58
Delta,YVR,MUC,2024-09-16,00:12,13:54,First,7.41,3662.45
Air Canada,JFK,YVR,2024-09-15,13:28,19:38,Business,10.46,2003.61
American Airlines,LAX,ATL,2024-09-12,08:34,05:59,Business,8.54,1349.1
United,ORD,JFK,2024-09-18,19:16,16:02,Business,6.82,2898.23
Delta,FRA,SFO,2024-09-16,03:11,16:02,Economy,8.56,1156.59
Delta,SFO,YYZ,2024-09-17,13:02,02:17,First,4.43,1955.97
Delta,SFO,ATL,2024-09-18,06:37,12:49,Business,4.0,2414.95
Delta,MUC,FRA,2024-09-13,15:14,14:31,First,8.91,1371.61
United,SFO,LAX,2024-09-15,08:07,01:45,Economy,8.24,891.5
United,ATL,LAX,2024-09-12,15:29,22:10,Business,5.37,2870.5
United,JFK,MUC,2024-09-18,12:50,21:08,First,7.14,5463.32
Air Canada,ORD,MUC,2024-09-17,15:30,18:20,Economy,2.32,961.09
Air Canada,DFW,ORD,2024-09-14,18:57,03:52,First,10.28,1381.01
Delta,YVR,ATL,2024-09-16,17:00,03:15,First,9.9,3024.92
Delta,SFO,DFW,2024-09-18,23:09,19:17,Business,11.1,3908.45
United,MUC,ORD,2024-09-17,21:59,03:21,Economy,1.47,1099.4
Delta,JFK,SFO,2024-09-17,07:16,01:24,Economy,4.86,1725.87
Delta,MUC,YVR,2024-09-17,19:05,02:45,First,3.97,6482.77
American Airlines,ATL,YYZ,2024-09-16,22:04,01:42,Economy,8.27,1948.01
Lufthansa,DFW,YYZ,2024-09-13,19:11,03:49,First,6.95,1519.36
Delta,ATL,JFK,2024-09-13,15:53,08:49,Business,11.83,2979.31
Air Canada,ATL,DFW,2024-09-18,16:53,07:59,First,8.7,2552.02
American Airlines,YVR,FRA,2024-09-15,11:34,02:45,Economy,2.65,450.41
American Airlines,MUC,FRA,2024-09-16,23:48,07:20,Business,11.46,3675.4
United,YYZ,SFO,2024-09-13,11:14,20:29,Economy,4.73,776.89
Lufthansa,JFK,LAX,2024-09-12,02:01,04:03,Economy,11.77,520.94
Lufthansa,DFW,FRA,2024-09-16,11:30,23:12,Economy,3.12,709.38
Air Canada,YVR,JFK,2024-09-12,06:07,07:56,Business,9.08,3323.04
Air Canada,YVR,MUC,2024-09-18,05:53,12:13,First,4.36,5096.08
American Airlines,MUC,DFW,2024-09-18,17:51,13:19,Economy,9.96,1672.97
Delta,LAX,ATL,2024-09-12,13:53,11:41,Economy,9.71,166.98
Delta,MUC,FRA,2024-09-12,09:35,10:41,First,10.05,4923.86
Air Canada,YYZ,MUC,2024-09-15,10:35,00:34,Economy,4.98,1591.25
United,LAX,ATL,2024-09-15,13:34,06:55,Economy,2.42,1632.76
American Airlines,ATL,MUC,2024-09-12,13:33,20:53,Economy,8.77,1605.61
Lufthansa,ATL,DFW,2024-09-12,13:16,12:01,Business,5.52,3350.56
Air Canada,DFW,JFK,2024-09-12,02:17,11:46,Business,11.27,3362.48
Lufthansa,MUC,ATL,2024-09-16,13:31,10:49,Economy,6.15,1731.56
Lufthansa,MUC,SFO,2024-09-17,09:02,07:17,Economy,8.84,815.44
Lufthansa,ATL,MUC,2024-09-14,01:09,13:29,Economy,5.41,1836.38
Delta,YYZ,JFK,2024-09-15,14:44,17:47,First,11.86,4320.35
Lufthansa,FRA,DFW,2024-09-16,12:23,13:51,Economy,8.29,1445.17
Air Canada,SFO,JFK,2024-09-17,16:31,03:59,Business,8.05,1885.43
Delta,ATL,FRA,2024-09-13,06:17,21:06,Economy,1.59,1131.81
Delta,JFK,YVR,2024-09-12,05:06,14:51,Economy,11.36,548.19
American Airlines,MUC,LAX,2024-09-17,15:47,13:33,First,8.47,4693.36
Air Canada,SFO,DFW,2024-09-17,02:23,17:48,Economy,7.78,609.68
United,ATL,LAX,2024-09-18,23:04,23:16,First,7.09,3559.89
Delta,LAX,DFW,2024-09-17,21:10,14:53,Economy,10.76,499.65
Lufthansa,MUC,ORD,2024-09-17,17:55,22:25,Business,7.25,1564.19
American Airlines,MUC,LAX,2024-09-14,03:56,13:16,Economy,7.84,1250.36
United,ORD,YVR,2024-09-14,21:49,13:45,Economy,11.08,459.58
Delta,LAX,JFK,2024-09-15,12:57,22:47,First,11.74,6465.52
American Airlines,DFW,YVR,2024-09-15,17:07,17:09,Economy,6.49,1421.3
Air Canada,ATL,DFW,2024-09-16,07:49,16:58,Economy,4.05,175.26
Air Canada,ATL,FRA,2024-09-17,04:44,00:20,First,7.93,1686.87
Air Canada,LAX,JFK,2024-09-14,18:10,14:59,Economy,1.08,397.38
Lufthansa,ORD,JFK,2024-09-14,18:12,08:17,Business,9.07,278.14
American Airlines,JFK,YVR,2024-09-13,12:53,16:43,Business,7.92,1053.1
American Airlines,MUC,JFK,2024-09-14,02:32,02:20,First,9.57,670.75
Lufthansa,JFK,YYZ,2024-09-15,07:39,20:02,Business,7.79,2173.01
United,MUC,YYZ,2024-09-15,06:44,13:51,Economy,10.68,1426.3
United,LAX,SFO,2024-09-15,14:58,13:27,Economy,10.98,281.13
United,ORD,JFK,2024-09-14,18:30,03:00,First,3.87,2028.27
American Airlines,JFK,MUC,2024-09-12,02:50,03:57,Business,11.48,919.65
Lufthansa,FRA,JFK,2024-09-14,10:58,04:15,First,4.12,1501.71
United,SFO,ORD,2024-09-15,02:02,05:33,Economy,2.55,1302.23
United,DFW,YVR,2024-09-14,01:07,00:06,Economy,1.17,661.96
Delta,LAX,ORD,2024-09-18,03:02,04:29,Business,5.15,2206.68
Delta,YYZ,ATL,2024-09-17,18:19,05:29,Economy,1.19,400.87
American Airlines,JFK,YVR,2024-09-13,10:06,13:35,First,4.28,376.39
United,MUC,YVR,2024-09-16,13:42,14:54,Economy,8.02,1979.78
American Airlines,ATL,DFW,2024-09-12,14:24,01:14,Economy,10.09,1849.2
United,DFW,FRA,2024-09-18,19:16,07:39,Business,10.42,495.44
Lufthansa,ATL,YYZ,2024-09-12,18:12,11:50,Business,4.96,3104.56
American Airlines,YVR,DFW,2024-09-14,12:43,04:55,First,4.67,423.33
United,JFK,YVR,2024-09-12,03:43,08:40,Economy,10.06,1949.92
Delta,MUC,FRA,2024-09-16,03:25,11:55,Business,10.85,2270.95
Delta,YVR,ATL,2024-09-17,00:03,04:58,First,1.3,5762.11
Lufthansa,FRA,MUC,2024-09-14,08:14,09:31,First,10.44,3129.94
Lufthansa,YYZ,JFK,2024-09-18,07:52,13:28,First,4.54,3830.73
Delta,YYZ,FRA,2024-09-16,23:54,07:22,Business,1.03,4111.81
Delta,YYZ,ORD,2024-09-12,06:52,17:52,Economy,7.06,446.03
Delta,LAX,DFW,2024-09-14,13:29,10:46,Business,3.6,2127.19
Delta,FRA,LAX,2024-09-18,08:29,22:48,First,10.93,5513.71
American Airlines,ORD,SFO,2024-09-13,01:19,11:57,First,9.79,3237.52
Delta,DFW,YVR,2024-09-16,00:59,04:29,Economy,2.0,418.78
Air Canada,SFO,YYZ,2024-09-12,22:27,11:27,Business,3.98,1714.17
Air Canada,ORD,YVR,2024-09-16,05:14,16:49,Economy,3.63,1700.39
United,ATL,SFO,2024-09-14,09:12,00:22,Business,4.38,3210.94
Delta,SFO,JFK,2024-09-18,20:51,20:16,Business,2.25,2057.67
Lufthansa,YYZ,YVR,2024-09-18,11:54,22:36,First,2.57,2172.05
Air Canada,YVR,MUC,2024-09-17,00:10,14:16,Business,10.5,1424.04
United,MUC,ORD,2024-09-15,12:57,11:16,Business,7.11,2789.57
United,JFK,MUC,2024-09-12,13:50,22:17,Business,9.08,210.07
Delta,JFK,ATL,2024-09-13,12:44,13:48,Economy,1.9,2102.48
Lufthansa,MUC,FRA,2024-09-16,13:45,12:56,Business,4.39,1134.24
Air Canada,DFW,MUC,2024-09-13,12:31,19:03,First,4.63,2451.4
American Airlines,LAX,JFK,2024-09-16,17:01,13:00,Business,11.68,3006.99
Air Canada,LAX,YVR,2024-09-15,17:30,16:25,First,2.11,3184.93
United,YVR,YYZ,2024-09-12,23:16,01:57,First,4.39,3652.87
Lufthansa,ORD,LAX,2024-09-12,11:20,08:31,First,5.04,3665.19
American Airlines,LAX,ORD,2024-09-14,09:03,23:48,Business,10.46,1502.78
Lufthansa,ORD,YVR,2024-09-15,09:48,09:47,Business,1.7,4012.36
United,YYZ,ORD,2024-09-14,09:57,06:13,First,11.2,630.41
Air Canada,DFW,ATL,2024-09-15,19:44,12:09,First,3.42,1169.01
United,ORD,MUC,2024-09-18,08:28,09:45,Business,8.85,453.66
Lufthansa,LAX,ORD,2024-09-13,05:34,07:17,Business,5.08,2517.22
Delta,ORD,YVR,2024-09-15,08:25,20:40,Business,8.59,3042.86
United,DFW,YVR,2024-09-17,17:47,15:02,Business,8.1,359.95
Delta,LAX,FRA,2024-09-12,03:25,20:31,Business,8.31,2139.34
American Airlines,YYZ,ATL,2024-09-13,17:03,07:19,Business,4.13,2931.48
Lufthansa,DFW,ATL,2024-09-12,13:38,00:20,First,8.63,3169.26
Air Canada,LAX,SFO,2024-09-13,11:33,16:06,First,1.47,2691.63
Air Canada,ORD,SFO,2024-09-13,14:00,18:40,Business,1.61,3757.86
American Airlines,ATL,LAX,2024-09-12,19:16,19:05,First,8.21,2175.1
United,MUC,ORD,2024-09-12,13:18,14:07,First,10.13,5037.92
American Airlines,YVR,ATL,2024-09-12,16:47,16:46,Economy,6.96,1556.48
Air Canada,FRA,YYZ,2024-09-18,16:12,16:24,Business,11.82,1076.46
American Airlines,ORD,FRA,2024-09-16,10:35,04:12,First,5.88,3463.02
Lufthansa,DFW,FRA,2024-09-13,05:27,12:54,Economy,8.93,1883.4
Delta,ORD,JFK,2024-09-15,22:35,19:44,Economy,6.68,228.0
Lufthansa,SFO,FRA,2024-09-15,18:35,15:36,First,5.88,5153.81
United,YYZ,YVR,2024-09-16,18:29,10:09,Economy,5.79,1470.52
Air Canada,DFW,FRA,2024-09-15,17:05,23:10,First,11.51,2469.38
Air Canada,YYZ,JFK,2024-09-17,03:03,19:03,Business,11.55,1142.49
American Airlines,YVR,YYZ,2024-09-18,10:26,15:12,Economy,9.62,125.3
Air Canada,SFO,JFK,2024-09-17,13:21,00:15,First,7.03,5314.82
American Airlines,YYZ,FRA,2024-09-15,21:01,00:17,Business,10.17,785.35
Delta,JFK,FRA,2024-09-15,09:44,08:15,Economy,2.25,231.67
American Airlines,YVR,DFW,2024-09-13,13:20,20:45,Economy,4.36,1819.37
Delta,FRA,ATL,2024-09-12,12:45,21:18,Economy,9.04,389.47
United,MUC,YVR,2024-09-17,09:29,04:27,Business,4.04,1203.74
Air Canada,MUC,SFO,2024-09-12,18:22,05:16,Economy,7.08,1026.98
Air Canada,JFK,ORD,2024-09-13,23:05,20:52,Economy,7.78,581.66
Air Canada,YYZ,JFK,2024-09-12,21:45,05:00,Economy,5.6,1239.59
United,JFK,LAX,2024-09-15,19:36,03:42,Business,6.91,839.11
Lufthansa,JFK,MUC,2024-09-14,10:37,20:59,Business,10.45,3965.27
Delta,YVR,MUC,2024-09-13,09:54,01:57,Economy,11.26,360.07
Lufthansa,YYZ,DFW,2024-09-12,23:58,22:21,First,8.93,385.17
United,ORD,YVR,2024-09-17,05:04,10:25,First,9.17,5197.61
Air Canada,DFW,JFK,2024-09-17,04:56,02:50,Economy,5.47,1210.27
Delta,FRA,JFK,2024-09-18,04:59,02:52,Business,3.59,3440.01
American Airlines,YVR,FRA,2024-09-16,09:19,14:44,First,10.04,2945.06
Air Canada,SFO,MUC,2024-09-14,07:58,20:47,First,11.51,3940.18
United,FRA,ATL,2024-09-16,06:25,22:05,Economy,7.13,1359.7
American Airlines,YVR,ORD,2024-09-14,06:42,04:34,Economy,11.98,1067.6
Air Canada,DFW,LAX,2024-09-16,19:03,01:24,First,11.03,3863.2
United,YYZ,MUC,2024-09-18,13:38,01:37,Business,10.23,3355.89
United,YVR,JFK,2024-09-17,09:56,13:41,Economy,10.87,413.01
Air Canada,JFK,ORD,2024-09-16,03:21,15:50,First,11.18,754.62
Air Canada,YYZ,MUC,2024-09-17,04:12,14:59,Business,1.58,3724.45
United,ORD,DFW,2024-09-16,04:25,13:18,First,9.54,639.79
Lufthansa,SFO,ATL,2024-09-14,01:29,05:35,Business,4.2,2075.12
Lufthansa,JFK,FRA,2024-09-17,13:59,16:52,Economy,6.62,656.23
Air Canada,MUC,ORD,2024-09-17,01:50,22:34,Business,10.9,1604.16
American Airlines,SFO,LAX,2024-09-16,22:15,13:53,Business,8.9,649.42
Lufthansa,ORD,LAX,2024-09-14,12:54,16:00,Business,1.42,4149.62
United,YVR,FRA,2024-09-15,21:42,06:47,First,4.13,2920.06
Lufthansa,ORD,ATL,2024-09-14,01:51,21:16,Business,6.06,3483.36
Delta,YVR,MUC,2024-09-12,20:14,20:31,Economy,11.01,1214.04
American Airlines,YVR,MUC,2024-09-14,12:20,20:27,Economy,10.48,1579.33
Delta,YVR,DFW,2024-09-16,07:50,17:48,Economy,6.21,1123.13
Air Canada,YVR,SFO,2024-09-15,06:37,21:39,Business,8.99,2870.18
Air Canada,JFK,YYZ,2024-09-17,06:00,11:01,Economy,11.34,552.66
Delta,LAX,YYZ,2024-09-16,23:15,13:12,Economy,3.55,1855.16
American Airlines,MUC,JFK,2024-09-16,02:22,22:26,First,5.43,5686.65
Lufthansa,ATL,YVR,2024-09-17,04:30,01:42,Economy,9.77,2041.05
Delta,MUC,YVR,2024-09-14,05:22,20:37,Business,1.34,3414.88
Delta,ORD,DFW,2024-09-12,15:03,01:51,Economy,10.89,117.22
Lufthansa,SFO,DFW,2024-09-12,03:05,16:23,First,1.66,6054.58
Air Canada,ORD,SFO,2024-09-17,11:22,08:49,First,11.61,2483.53
Air Canada,JFK,YVR,2024-09-15,20:30,07:42,First,9.27,4915.29
United,MUC,JFK,2024-09-18,12:52,15:34,Business,8.25,3944.08
American Airlines,FRA,MUC,2024-09-16,05:05,09:23,First,5.35,2438.32
United,ATL,JFK,2024-09-18,00:55,16:20,First,8.6,2251.53
Lufthansa,FRA,YYZ,2024-09-16,06:33,21:00,Economy,11.34,1257.99
Delta,YVR,ORD,2024-09-15,05:28,19:38,Economy,9.37,2155.11
Lufthansa,ORD,YVR,2024-09-17,12:29,22:11,Business,6.61,933.53
Lufthansa,ATL,SFO,2024-09-12,10:07,10:04,Business,3.36,3169.18
American Airlines,ATL,YVR,2024-09-12,03:09,10:59,First,9.58,3410.12
American Airlines,LAX,ORD,2024-09-18,04:50,16:02,First,3.58,1219.66
Air Canada,MUC,DFW,2024-09-14,06:03,10:26,Economy,10.38,1560.34
Delta,SFO,MUC,2024-09-12,19:25,17:37,Economy,1.74,1601.77
Air Canada,JFK,MUC,2024-09-16,00:44,02:15,First,8.47,457.52
Air Canada,ATL,ORD,2024-09-14,15:39,21:39,Business,4.29,994.5
Lufthansa,YYZ,ORD,2024-09-17,07:28,04:02,Economy,5.07,1265.94
American Airlines,ATL,YVR,2024-09-17,09:15,07:29,Business,6.5,3604.81
Lufthansa,YVR,JFK,2024-09-15,08:45,07:06,Economy,10.51,414.89
Air Canada,LAX,FRA,2024-09-13,05:10,22:20,Economy,8.53,950.5
Delta,FRA,DFW,2024-09-14,08:40,19:51,Economy,8.42,639.69
United,MUC,ORD,2024-09-15,15:16,01:42,Business,1.31,2131.16
United,DFW,SFO,2024-09-17,16:30,02:01,First,3.63,5603.51
Air Canada,JFK,YYZ,2024-09-18,06:15,20:12,Economy,2.26,898.98
Delta,ATL,LAX,2024-09-13,19:12,18:05,First,6.36,6326.98
Air Canada,ATL,ORD,2024-09-16,15:20,05:09,First,1.37,4832.82
Delta,MUC,FRA,2024-09-17,06:32,21:53,Business,7.49,638.69
Air Canada,FRA,JFK,2024-09-15,22:56,11:05,Economy,3.63,1750.75
American Airlines,YVR,YYZ,2024-09-13,05:00,07:38,Economy,8.83,1858.13
United,DFW,SFO,2024-09-17,14:30,01:29,First,1.86,1667.5
Delta,ORD,LAX,2024-09-15,19:05,11:40,Economy,3.9,643.0
Lufthansa,ORD,DFW,2024-09-17,17:18,21:58,First,1.37,972.36
United,FRA,DFW,2024-09-18,00:42,12:59,Business,9.45,2850.37
American Airlines,MUC,ATL,2024-09-17,13:51,17:55,First,2.8,4613.82
United,DFW,ATL,2024-09-17,14:35,16:51,First,3.77,2881.53
Air Canada,JFK,MUC,2024-09-18,18:15,14:48,First,10.09,5472.83
Air Canada,YVR,LAX,2024-09-16,02:31,20:33,Business,5.9,3889.32
United,ATL,SFO,2024-09-16,21:46,09:17,First,9.19,5836.05
Lufthansa,LAX,YYZ,2024-09-17,23:15,20:09,Economy,6.98,1103.37
American Airlines,LAX,DFW,2024-09-15,02:26,14:57,Economy,5.69,631.34
Lufthansa,DFW,LAX,2024-09-18,04:37,14:45,Business,9.89,2676.49
Delta,YYZ,FRA,2024-09-15,10:53,18:38,First,9.13,1747.12
Air Canada,DFW,MUC,2024-09-16,22:33,15:21,Business,7.54,1383.37
Air Canada,LAX,ATL,2024-09-15,11:59,06:29,Economy,2.78,254.42
Delta,ORD,YYZ,2024-09-15,16:49,06:24,Business,7.63,250.94
Lufthansa,MUC,YYZ,2024-09-13,21:09,20:42,Business,8.62,3366.05
United,ORD,YVR,2024-09-13,09:03,20:54,First,9.44,4604.44
United,FRA,DFW,2024-09-15,06:22,01:26,Economy,9.9,1255.73
American Airlines,ATL,FRA,2024-09-12,21:10,11:34,Business,11.76,2715.19
United,YVR,ORD,2024-09-12,10:03,23:50,Economy,11.91,1944.46
Air Canada,YYZ,MUC,2024-09-14,10:01,20:40,First,6.95,2527.29
Lufthansa,YYZ,MUC,2024-09-17,16:32,07:09,Economy,8.38,167.87
Air Canada,DFW,ATL,2024-09-18,12:01,13:01,Business,4.71,676.59
American Airlines,ATL,JFK,2024-09-15,15:05,14:34,Economy,8.3,308.47
United,FRA,YYZ,2024-09-16,06:56,20:21,First,1.14,5906.97
Lufthansa,JFK,MUC,2024-09-15,09:15,10:18,Economy,5.23,1470.75
Lufthansa,YYZ,YVR,2024-09-14,11:04,17:30,First,11.73,3592.48
Lufthansa,FRA,ORD,2024-09-13,05:03,10:21,Economy,8.99,2169.88
Delta,ORD,FRA,2024-09-15,08:43,17:51,Economy,2.12,1641.89
American Airlines,FRA,JFK,2024-09-18,11:14,20:42,Economy,10.98,1353.71
Lufthansa,YVR,ORD,2024-09-14,22:00,07:11,First,4.82,3469.79
United,SFO,ORD,2024-09-12,15:55,19:01,First,6.66,4831.05
Delta,MUC,YVR,2024-09-18,14:11,16:10,First,9.12,6145.44
Air Canada,ATL,FRA,2024-09-18,05:30,17:39,Business,9.03,2463.9
Lufthansa,FRA,YYZ,2024-09-13,23:23,03:19,Economy,6.33,1779.24
American Airlines,YYZ,DFW,2024-09-18,18:38,08:11,Economy,9.35,1227.75
Air Canada,DFW,YVR,2024-09-18,17:29,01:18,Business,1.56,2181.41
Air Canada,YVR,ATL,2024-09-18,11:19,04:35,Business,5.16,1307.62
American Airlines,SFO,YVR,2024-09-17,13:00,07:25,Business,7.49,3195.22
Delta,JFK,YVR,2024-09-18,15:40,07:00,Business,1.91,560.09
Lufthansa,YYZ,FRA,2024-09-17,16:15,01:38,Economy,9.21,1054.19
Lufthansa,FRA,ORD,2024-09-15,21:13,11:43,Economy,2.78,765.2
Delta,SFO,DFW,2024-09-12,12:04,18:35,Business,11.47,385.41
Delta,ORD,SFO,2024-09-18,09:36,11:39,First,8.55,1121.65
American Airlines,YVR,YYZ,2024-09-13,19:50,05:53,First,4.25,5955.52
Air Canada,SFO,FRA,2024-09-12,16:55,16:45,First,10.12,3073.72
United,ATL,JFK,2024-09-18,15:42,20:25,Economy,9.39,632.4
American Airlines,DFW,ATL,2024-09-16,03:06,12:28,Economy,5.18,1056.63
United,JFK,YVR,2024-09-15,04:26,02:45,Business,2.17,962.44
Air Canada,LAX,FRA,2024-09-18,23:32,18:04,Business,9.95,1448.11
American Airlines,YVR,DFW,2024-09-15,13:42,19:55,First,3.49,855.85
Air Canada,ORD,LAX,2024-09-14,18:41,17:04,Business,10.22,2879.78
Delta,ATL,JFK,2024-09-16,00:11,14:03,First,5.62,5612.38
Air Canada,YYZ,JFK,2024-09-17,07:19,01:39,Economy,1.3,487.04
United,DFW,SFO,2024-09-15,21:16,18:04,Economy,4.87,1384.96
American Airlines,FRA,LAX,2024-09-18,15:35,12:35,Economy,3.76,921.23
Lufthansa,YVR,ORD,2024-09-15,07:29,04:08,Economy,7.32,1475.96
Lufthansa,YVR,YYZ,2024-09-16,14:17,06:53,First,6.55,1646.47
Lufthansa,SFO,ATL,2024-09-14,03:54,01:36,Business,9.37,2959.4
American Airlines,ORD,JFK,2024-09-17,21:08,01:27,Business,3.17,1581.59
American Airlines,YYZ,ORD,2024-09-16,16:04,17:39,First,9.0,5511.21
Lufthansa,SFO,YVR,2024-09-12,05:35,07:35,Economy,4.75,528.51
Lufthansa,ORD,SFO,2024-09-16,01:55,00:34,Economy,8.02,732.53
Delta,SFO,DFW,2024-09-13,08:38,00:07,First,11.53,1214.86
Delta,YVR,FRA,2024-09-13,05:40,22:02,Business,3.76,2611.14
Air Canada,DFW,YVR,2024-09-13,00:11,01:18,Business,2.03,3730.35
Air Canada,LAX,FRA,2024-09-13,01:48,10:23,First,3.42,5946.88
Air Canada,LAX,YVR,2024-09-12,08:07,22:23,Economy,1.03,614.08
Delta,ORD,ATL,2024-09-12,09:02,15:11,Economy,7.69,1650.84
American Airlines,YVR,YYZ,2024-09-14,21:42,21:26,First,3.79,5298.04
United,YVR,LAX,2024-09-16,10:28,01:32,Economy,7.33,1207.4
Air Canada,ATL,MUC,2024-09-13,15:23,14:17,Business,11.8,484.75
United,DFW,FRA,2024-09-12,09:03,07:59,Business,6.2,1354.75
Lufthansa,ATL,SFO,2024-09-13,04:39,17:53,Business,6.28,2130.86
American Airlines,SFO,LAX,2024-09-17,21:05,01:10,First,10.81,5812.84
Air Canada,ORD,LAX,2024-09-18,21:49,18:58,Economy,10.57,330.21
